ticker,publishedAt,headline,summary,source,category
PG,2026-08-11 09:50:00,The Dow Is Outperforming the S&P 500 and Nasdaq in 2026. 3 Unstoppable Dow Stocks to Buy in August.,This trio of Dow giants could be worth a closer look this August.,Yahoo,company
PG,2026-08-11 12:06:00,"Old Spice Introduces This Year’s Limited-Edition Fallidudes Collection, Serving Up Peak Fall Freshness with Pumpking, Apple Crumbro and Frankenstud","CINCINNATI, August 11, 2026--Pumpkin spice may have met its match. This fall, Old Spice is bringing fresh energy to the season with the seasonal return of its limited-edition Fallidudes Collection. This year's lineup features three bold characters: Pumpking, Apple Crumbro and Frankenstud. Inspired by the scents that define autumn, the collection delivers long-lasting freshness with a playful twist, helping guys smell incredible from hayrides to haunted houses.",Yahoo,company
PG,2026-08-11 12:25:00,"Here's How Many Shares of Procter & Gamble You'd Need for $10,000 in Yearly Dividends.","Procter & Gamble has one of the longest dividend increase streaks of any American company, but it's not inexpensive to wring $10,000 in year payouts from this stock.",Yahoo,company
PG,2026-08-11 12:40:40,5 Dividend Kings That Blew Away Q2 Earnings Are Sizzling Summer Bargains,"Five Dividend Kings just posted blockbuster second-quarter results in a market that rewards almost nothing, and one of them happens to be Warren Buffett's favorite long-term hold. Defensive income investors take note: bargains this reliable rarely show up in a frothy summer market.",Yahoo,company
PG,2026-08-11 15:14:36,"Procter & Gamble (PG) Issues 2027 Guidance, Is The Stock Expensive?","Procter & Gamble (PG) has just updated investors with full year 2027 guidance, new quarterly earnings expectations, and fresh details on capital returns, including dividends and share buybacks, all released alongside its latest annual results. See our latest analysis for Procter & Gamble. At a share price of $146.44, Procter & Gamble has seen a 3.28% year to date share price return, while the 1 year total shareholder return is down 2.73%. This signals momentum that is still relatively muted...",Yahoo,company
PG,2026-08-11 21:54:43,Tracking AMG's Yacktman Asset Management Portfolio - Q2 2026 Update,,SeekingAlpha,company
PG,2026-08-12 10:10:21,"Kimberly-Clark: Temporary Headwinds, Strong Innovation And Kenvue Synergies Support A Buy","Kimberly-Clark looks good, supported by a strong innovation pipeline, international growth, and the Kenvue acquisition. See why I rate KMB stock a Buy.",SeekingAlpha,company
PG,2026-08-12 11:20:00,3 Rock-Solid Dividend Kings That Have Raised Their Dividend Payments for Over 60 Years,"These stocks have terrific track records for dividend growth, and they're likely to continue raising their payouts for the foreseeable future.",Yahoo,company
PG,2026-08-13 08:20:00,"All It Takes Is $17,000 Invested in This High-Yield Dividend King Stock to Generate Over $500 in Yearly Dividends","Procter & Gamble isn't a flashy company, but its dividend will appeal to investors looking for a payout they can count on.",Yahoo,company
PG,2026-08-13 21:03:01,"How a 64-Year-Old Turned an $880,000 401(k) Rollover Into a $5,200 Monthly Paycheck Without Buying an Annuity","Rolling $880,000 into a self-directed IRA sounds like a clean break from the 9-to-5, but generating $5,200 a month from that balance forces a choice between safety and survival that most retirement calculators never show you.",Yahoo,company
PG,2026-08-13 21:30:43,"Washington Mutual Investors Fund, AWSHX, Refuses to Buy Certain Stocks. That’s the Point","Washington Mutual Investors Fund runs on a set of rules that permanently ban certain companies from its portfolio, no matter how attractive the price. Whether that constraint helps or hurts shareholders is a more complicated story than most screened-fund pitches suggest.",Yahoo,company
PG,2026-08-14 08:01:57,Jim Cramer Said Kimberly-Clark Corporation (NYSE:KMB) + Kenvue Could Take On P&G – But Is He Right?,Personal care products provider Kimberly-Clark Corporation (NYSE:KMB)’s shares are down by 17% over the past year and are up by 9% year-to-date. It is currently undergoing a major transformation through acquiring Kenvue. Cramer has discussed Kimberly-Clark Corporation (NYSE:KMB)’s acquisition several times and linked its performance with consumer goods giant Procter & Gamble. In his morning […],Yahoo,company
PG,2026-08-14 19:10:06,What's going on in today's session: dow jones movers,Join us in exploring the top gainers and losers within the dow jones index one hour before the close of the markets on Friday as we examine the latest happenings in today's session.,ChartMill,company
PG,2026-08-16 08:24:32,Church & Dwight: Volume-Driven Growth And Margin Recovery Support A Buy,,SeekingAlpha,company
PG,2026-08-17 19:55:27,The Hidden Winners Inside SCHD - August 2026,"SCHD is beating SPY amid volatilityâsee top-performing, undervalued dividend stocks, YTD leaders, and 10%+ upside potential.",SeekingAlpha,company
PG,2026-08-19 02:09:18,Why Procter & Gamble Remains a Dividend Powerhouse After 70 Years,"The Procter & Gamble Company (NYSE:PG) has reached a milestone that very few companies can match. In April 2026, the consumer staples giant increased its dividend for the 70th consecutive year, extending a record that makes it one of the most dependable dividend companies in the market. P&G has also paid a dividend for 136 […]",Yahoo,company
PG,2026-08-19 10:24:42,How Much Do You Need Invested at 55 to Bridge the Gap Until Social Security at 62?,"Retiring at 55 sounds like freedom, but seven years without a paycheck or Social Security creates a funding gap that destroys most portfolios before the first benefit check ever arrives. The yield tier you choose now determines whether you cross that bridge or fall through it.",Yahoo,company
PG,2026-08-19 15:51:00,3M's Consumer Segment Struggles Amid Soft Demand: What's Next?,"MMM's Consumer segment faces weak demand, but cost management, portfolio strength and innovation could support growth ahead.",Yahoo,company
PG,2026-08-19 16:20:00,3 Reasons to Buy and Hold This Wide-Moat Dividend King's Stock Forever,It's rare for any company to be able to remain in a position to dominate its markets. This one is a compelling exception.,Yahoo,company
PG,2026-08-20 18:43:00,Walmart Just Posted Its Weakest US Sales Growth in Six Years: 2 Dividend Kings Built for a Squeezed Consumer,"Walmart just flashed a consumer stress signal that income investors cannot afford to ignore, and two Dividend Kings with decades of unbroken payout growth may be the only safe harbor left for retirees watching their portfolio checks.",Yahoo,company
PG,2026-08-21 14:00:00,Charmin is Officially Putting Bad Roommate Bathroom Behavior on Trial with the Forever Roll,"CINCINNATI, August 21, 2026--Shared living often means shared tensions, and in the court of roommate living, leaving an empty toilet paper roll may be the ultimate offense. Yet every day, unsuspecting roommates walk into the bathroom only to discover they've been left stranded. That’s where the drama begins. Charmin’s Roommate Trials is here to help roommates get their sh*t together with the Forever Roll, because the one thing everyone shares should never run out.",Yahoo,company
PG,2026-08-21 15:35:00,Looking to Generate Passive Income From Stocks? 3 Magnificent High-Yield Dividend Stocks to Buy Now,Three Dividend Kings with 50-plus years of raises could pay you for decades.,Yahoo,company
PG,2026-08-21 16:40:05,Stay informed with the top movers within the dow jones index on Friday.,Stay informed about the performance of the dow jones index in the middle of the day on Friday. Uncover the top gainers and losers in today's session for valuable insights.,ChartMill,company
PG,2026-08-21 17:51:00,Is Colgate Stock a Buy as Growth Improves but Valuation Stays Rich?,"CL enters the second half with better volumes, resilient margins and a higher earnings outlook, but rich valuation and U.S. weakness temper the upside.",Yahoo,company
PG,2026-08-21 17:56:00,Colgate Raises 2026 Profit Outlook After Q2 Earnings Beat and Margin Gains,"CL raised its 2026 profit outlook after a Q2 earnings beat and 140-basis-point margin gain, while higher costs and North America remain risks.",Yahoo,company
PG,2026-08-21 18:54:00,Clorox Stock Jumps 13.1% in a Month. Can the Gains Keep Building?,"CLX's rebound faces margin pressure, muted underlying demand and weaker earnings revisions despite GOJO and ERP tailwinds.",Yahoo,company
PG,2026-08-21 18:56:00,Is Clorox Stock Worth Buying as GOJO Growth Meets Margin Pressure?,"CLX's GOJO-led growth faces margin pressure, muted core demand and inflation risks, leaving investors focused on a durable recovery.",Yahoo,company
PG,2026-08-21 19:10:05,Discover which dow jones stocks are making waves on Friday.,Wondering what's happening in today's session for the dow jones index? Stay informed with the top movers within the dow jones index on Friday.,ChartMill,company
PG,2026-08-21 19:21:00,How GOJO Could Shape Clorox's Fiscal 2027 Growth and Margin Outlook,"CLX's GOJO deal boosts fiscal 2027 sales, but inflation, acquisition costs and margin pressure could limit underlying growth.",Yahoo,company
PG,2026-08-22 00:11:15,Is P&G’s Everyday Innovation Push With Charmin and Swiffer Quietly Shaping Its Brand Moat (PG)?,"In recent weeks, Procter & Gamble’s Charmin and Swiffer brands rolled out new consumer products and campaigns, including the Charmin Forever Roll “Roommate Trials” initiative and the Swiffer Hair Magnet launch with hair expert Jen Atkin. These moves highlight how P&G continues to refresh mature household categories through marketing-led innovation aimed at everyday pain points in shared living and home cleaning. We’ll now examine how P&G’s focus on everyday product innovation, exemplified by...",Yahoo,company
PG,2026-08-22 22:35:00,This Under-the-Radar Healthcare Stock Yields Nearly 8.5%. Here's Whether That Income Is Too Good to Be True.,"Perrigo makes private-label over-the-counter drugs, which sounds like a reliable business, but there are warning signs to consider before you buy it.",Yahoo,company
PG,2026-08-23 12:00:58,3 Dividend Stocks to Buy Before August Ends and Hold for Life,"While speculation runs hot and patience gets punished, three Dividend Kings with unbroken raise streaks spanning decades just posted results that made long-term holders take notice, and two of them are sitting at rare discounts heading into September.",Yahoo,company
PG,2026-08-24 04:52:31,Best Dividend Kings: August 2026,"Dividend Kings beat the S&P 500 YTD, with 30 topping SPY and 25 looking undervalued with 10%+ return potential.",SeekingAlpha,company
PG,2026-08-24 18:33:19,"Congressman Buys Magnificent Seven Stock, Blue Chip Stock — And a Stock You’ve Never Heard Of","A congressman bought a Magnificent Seven stock and a blue-chip stock, but it&#39;s his other stock pick and a low market capitalization that bears watching.",Benzinga,company
PG,2026-08-25 16:40:06,Top dow jones movers in Tuesday's session,Join us in exploring the top gainers and losers within the dow jones index in the middle of the day on Tuesday as we examine the latest happenings in today's session.,ChartMill,company
PG,2026-08-26 06:05:00,Retirement Income On Autopilot: 3 Dividend Growth Machines To Buy On The Dip,,SeekingAlpha,company
PG,2026-08-26 08:00:00,SCHD And STK: A 3%+ Income Barbell,"STK yields 3.56% with special distribution potential, while SCHD's 2.98% yield reflects strong price appreciation. Check out the strategy with SCHD and STK here.",SeekingAlpha,company
PG,2026-08-26 11:08:45,Hotter PCE Inflation: 5 Defensive ETFs Investors Can Turn to as Rate-Cut Hopes Fade,Hotter-than-expected inflation could keep rates higher. These ETFs offer potentially steadier exposure amid persistent price pressures.,Benzinga,company
PG,2026-08-27 16:40:07,Exploring the top movers within the dow jones index during today's session.,Let's have a look at the top dow jones gainers and losers in the middle of the day of today's session.,ChartMill,company
PG,2026-08-27 18:13:52,Build Monthly Income With These 3 Bulletproof Dividend Stocks,"Three quarterly dividend payers from the S&P 500 can cover every calendar month without touching a single REIT or BDC, and one of them has sent shareholders a check every year since Woodrow Wilson was president.",Yahoo,company
PG,2026-08-27 19:38:20,"This $1.75 Million Portfolio Pays $10,200 a Month From Three Income Buckets",Chasing a 7% blended yield across a $1.75 million portfolio sounds straightforward until you realize that loading up on the highest payers quietly destroys the very income stream you built. Three buckets solve the problem in ways that a single fund simply cannot.,Yahoo,company
PG,2026-08-28 05:28:40,Best Dividend Aristocrats For September 2026,"Dividend Aristocrats (NOBL) nearly match SPY in 2026, with top gainers, rising dividend growth, and 29 undervalued picksâsee which to buy now.",SeekingAlpha,company
PG,2026-08-28 13:43:54,"What a $1.55 Million Portfolio Actually Pays After Taxes, Medicare Premiums, and Reality","A seven-figure portfolio looks like security until federal taxes, Medicare surcharges, Social Security phase-ins, and inflation each take their share. What actually clears into your checking account from $1.55 million depends on decisions most retirees never see coming.",Yahoo,company
PG,2026-08-28 14:41:00,"Cashing Out a Pension or Taking the Monthly Check? The Dividend Answer for a $610,000 Lump Sum","A $610,000 pension lump sum sounds like freedom, but the monthly check comes with a guarantee that a dividend portfolio simply cannot replicate. Before you sign anything, there are three numbers that expose which choice actually leaves you better off.",Yahoo,company
PG,2026-08-28 21:35:00,"Dividend Yield, Explained: Why I'm Holding High-Yield Stocks My Conviction Ratings Flag as ""Strong Buys""",Dividend yield is a tool I use that tells me much more than just the income an investment generates.,Yahoo,company
PG,2026-08-29 11:42:30,Why The Fed Might Raise Rates Despite August Job Declines,,SeekingAlpha,company
PG,2026-08-29 18:19:21,Is Procter & Gamble Stock Underperforming the Nasdaq?,"While Procter & Gamble has notably underperformed the Nasdaq Composite recently, analysts remain moderately optimistic about the stock’s prospects.",Yahoo,company
PG,2026-08-30 20:10:00,Tracking Terry Smith's Fundsmith 13F Portfolio - Q2 2026 Update,"Fundsmith's 13F portfolio rose to ~$13.65B in Q2 2026, expanding holdings from 34 to 41. Click here to read more about the portfolio.",SeekingAlpha,company
XOM,2026-08-31 07:35:09,"Stocks making the biggest moves premarket: Chevron, PG&E, GameStop and more",These are the stocks posting the largest moves premarket.,CNBC,company
XOM,2026-08-31 07:47:15,Trump Family Businesses Are Among Iran War’s Winners as Oil and Defense Spending Surge: Report,"Six months into the Iran war, stocks have rebounded while oil, food and travel costs remain elevated.",Benzinga,company
XOM,2026-08-31 12:45:55,ExxonMobil Advances $100M STEM Investment In Guyana,https://corporate.exxonmobil.com/community/stem/newsroom/2026/exxonmobil-advances-stem-investment-in-guyana,Benzinga,company
PG,2026-08-31 13:05:22,How AI And De-Dollarization Could Reshape SCHD,The Schwab U.S. Dividend Equity ETF has a phenomenal dividend growth track record over the past 14 years. Read more on SCHD ETF here.,SeekingAlpha,company
PG,2026-08-31 13:05:22,Marvell Q2: Buying This Dip Looks Premature,Marvell Technology beat on Q2 results and Q3 guidance and raised FY27 and FY28 revenue. Click here to read this earnings analysis of MRVL stock.,SeekingAlpha,company
XOM,2026-08-31 13:31:25,What's Going on with ExxonMobil Shares on Monday?,"ExxonMobil shares rise as Trump backs U.S. participation in Venezuela’s oil development, with a 25-year deal targeting production of 1.5 million bpd.",Benzinga,company
XOM,2026-08-31 14:35:07,Trump’s Venezuela Oil Pact Won’t Fix Gas Prices Soon Enough,"President Donald Trump’s proposed oil accord with Venezuela is more of a geopolitical wager than an immediate solution. 



The White House and Delcy Rodríguez’s interim government have announced a 25- to 100-year",Benzinga,company
XOM,2026-08-31 15:49:00,"The Zacks Analyst Blog Highlights NVIDIA, ExxonMobil and HSBC","NVIDIA, ExxonMobil and HSBC show growth opportunities, but supply, market volatility and credit risks create a balanced outlook.",Yahoo,company
PG,2026-08-31 16:05:00,The Best Dividend Stock for 2027 and Beyond: Procter & Gamble,Procter & Gamble is a dividend stock to own for dependable income and long-term peace of mind.,Yahoo,company
XOM,2026-08-31 16:05:55,PG&E Falls on Liability Bill; Nvidia Rises on Chip Investment | Stock Movers,"On this episode of Stock Movers: - PG&E (PGE) are extending their downward move as California legislators introduced a bill that would update the state's wildfire response without shifting liability away from publicly traded utilities. At least three research firms, including BMO Capital Markets and Wells Fargo, downgraded the stock. - Chevron (CVX) and ExxonMobil (XOM) shares are rising along with the price of oil. Washington and Tehran exchanged strikes for the first time in about a month, with US Central Command targeting rocket launchers preparing to send mines into the Strait of Hormuz. In response, the Islamic Revolutionary Guard Corps said that it had attacked US air bases in Jordan. - Nvidia (NVDA) shares are rising after the leader in AI chips dropped 4.6% Friday. It's the only stock rising in the Mag 7 on Monday.",Yahoo,company
XOM,2026-08-31 16:08:00,Chevron and Halliburton Near Billion-Dollar Venezuela Oil Deals,CVX and HAL are nearing Venezuela oil deals that could unlock billions in investment as the United States pushes to rebuild production.,Yahoo,company
PG,2026-08-31 16:23:00,Is P&G Stock Worth Buying as Growth Slows and Valuation Stays Rich?,"PG enters fiscal 2027 with modest growth and a valuation premium, as productivity, innovation and robust cash returns support its investment case.",Yahoo,company
PG,2026-08-31 16:23:00,P&G Fiscal 2027 Outlook Brings an 8% Core EPS Headwind Into Focus,"PG faces an 8% fiscal 2027 core EPS headwind from higher input costs, financing expense, lower non-operating income and currency pressures.",Yahoo,company
XOM,2026-08-31 16:31:38,Chevron Leads Energy Stocks Rally as U.S.-Iran Conflict Sends Oil Prices Higher,"Chevron, Exxon and Occidental Rally as U.S.-Iran Conflict Boosts Oil Prices",Yahoo,company
XOM,2026-08-31 16:53:02,Oil Prices Jump Above $90 As U.S. and Iran Trade Strikes. Is $100 Next?,"Fresh strikes between U.S. and Iranian forces have crude surging past $90, but the real question for oil investors is not what happened this morning. It is what happens to the narrow strait that controls one-fifth of the world's oil supply if the next exchange goes further.",Yahoo,company
PG,2026-08-31 16:53:10,These 3 Dividend Stocks Have Survived Every Recession Since 1970. Retirees Trust Them for a Reason.,"Three consumer giants have kept raising their dividends through oil shocks, financial crises, and every other economic storm since 1970, and the cash flow numbers behind their streaks reveal why retirees treat them less like investments and more like utilities.",Yahoo,company
XOM,2026-08-31 17:04:57,Venezuela Will Refill America's Oil Reserves,,SeekingAlpha,company
XOM,2026-08-31 18:17:00,What XOM's Q2 Earnings Say About Production Growth and Market Risk,"ExxonMobil's record Q2 production and $116B revenue beat highlight growth, but costs, cyclicality and Middle East disruptions cloud earnings visibility.",Yahoo,company
XOM,2026-08-31 18:59:36,Update: Market Chatter: Trump to Host Oil Company Executives on Tuesday,(Updates with White House comment in last paragraph.) President Donald Trump is expected to host,Yahoo,company
